"","IDLink","Title","Headline","Source","Topic","PublishDate","SentimentTitle","SentimentHeadline","Facebook","GooglePlus","LinkedIn","status","Hour"
"209",62095,"Obama’s inaction plants doubt he can keep America safe","President Obama’s appallingly tepid response to the Paris slaughter makes him an outlier in a world suddenly determined to crush the Islamic State barbarians. In one of the worst appearances ever by an American president during a crisis, Obama, meeting in Turkey with other heads of state, called the atrocity a “setback” and urged patience ","New York Post","obama","2015-11-17 22:55:00",0.0197642353760524,-0.231649609418017,722,8,78,"private",22
"210",61404,"Supreme Court slams Google, Yahoo and Microsoft for sex selection ...","NEW DELHI: The Supreme Court on Tuesday slammed search engines Google, Yahoo and Microsoft for failing to keep out ads selling sex","Economic Times","microsoft","2016-07-05 22:00:11",0.167996000696445,-0.131029606926886,-1,2,0,"private",22
"211",40571,"Clutter Is Bringing The On-Demand Economy To Storage","Clutter, a three-year-old startup, is focusing on yet another part of the so-called on-demand economy""""""the $30 billion market for storing","Fortune","economy","2016-04-07 18:01:12",-0.0416666666666667,-0.071443450831176,16,1,2,"private",18
"212",54442,"The diary is jam-packed with China data, rates decisions","Investors will be on data-watch in the first week of June, searching for clues on China's economy and awaiting central bank decisions from","CNBC","economy","2016-06-06 01:40:07",0.158113883008419,0.197745265693434,23,2,18,"private",1
"213",47442,"Britain's economy slows, risks stalling as EU vote nears- PMI","Britain's economy slowed in April and may stall as consumers worry about June's EU referendum, reaching levels at which in the past the Bank of England began to consider rate cuts, a survey of the dominant ","Reuters via Yahoo! Finance","economy","2016-05-05 04:34:00",-0.0395284707521047,0.0776909722222222,0,0,0,"private",4
"214",1466,"Kinect's Rapid Decline Schools Microsoft on How Not to Pitch ...","Microsoft has a shiny new piece of hardware it promises will revolutionize the way people interact with technology. It's called HoloLens, and it","Bloomberg","microsoft","2015-11-12 19:59:14",-0.368932393686311,0.047784553221413,11,1,24,"private",19
"215",104278,"Obama Will Need His Oratory Powers to Sell Globalization","President Obama's news conference in Ottawa last week with Prime Minister Justin Trudeau of Canada and President Enrique Peña Nieto of","New York Times","obama","2016-07-03 23:52:12",0.017361111111111,0.00444168159074203,1278,20,78,"private",23
"216",71114,"Meet the pro-gun rape survivor who challenged Obama on CNN","Then, Thursday night on national television, she got to confront the man she thought wanted to take her guns away: President Obama.","Washington Post","obama","2016-01-08 08:44:44",0.0753778361444409,0.0484143293390865,4665,74,6,"private",8
"217",58227,"Microsoft Is the Best Dividend Stock on the Fortune 500","Microsoft's $26.2 billion acquisition of LinkedIn LNKD 0.00% , announced earlier this month, inspired some criticism that the technology giant","Fortune","microsoft","2016-06-21 18:31:12",0.194444444444444,0.0606339062590832,-1,1,23,"private",18
"218",89610,"Obama to meet Fed Chair Yellen on Monday","Obama has presided over a steady economic and jobs recovery since the 2008 financial crisis and is nearing the end of his term in office.","Reuters","obama","2016-04-11 00:37:08",0.0883883476483184,-0.114819831692961,139,8,20,"private",0
"219",21685,"Gold hits new three-month high as global economy concerns persist","LONDON: Gold touched a new three-month high on Tuesday as concerns about the global economy and a further drop in the oil price pushed","Economic Times","economy","2016-02-02 12:00:24",-0.241209075662211,-0.104583333333333,1,0,0,"private",12
"220",89024,"'The Limits of Hope: Inside Obama's White House' weighs the last 7 ...","Al Jazeera America, the soon-to-close local cable-news arm of Qatar-based Al Jazeera Media Network, is going out big before it goes black","Los Angeles Times","obama","2016-04-07 11:01:09",-0.0701432641899659,-0.111336764219073,56,0,0,"private",11
"221",67907,"Obama urges Turkey's Erdogan to withdraw troops from Iraq: White ...","WASHINGTON President Barack Obama urged Turkey's President Tayyip Erdogan in a phone call on Friday to &quot;deescalate tensions&quot; with Iraq","Reuters","obama","2015-12-18 21:44:42",-0.175682092231577,0.00277605099421361,73,29,2,"private",21
"222",41586,"Six triggers that changed the market while you were sleeping","There are growing fears that the 2010s may become Japan's third Lost Decade as PM Abe's Abenomics fails to spark the economy and BoJ is","Economic Times","economy","2016-04-12 03:41:19",0,0.025,4,0,1,"private",3
"223",97682,"Texas AG Prepares For Possible Legal Battle Against Obama's ...","The Texas attorney general is prepared to represent school boards and potentially sue the Obama administration if they adopt policies","Daily Caller","obama","2016-05-22 01:15:29",0,0.104815686445303,42,0,3,"private",1
"224",57028,"Why Microsoft Didn't Beat Sony At This Year's E3","Along with several other big players in the video game industry, both Microsoft and Sony held big pre-E3 press conferences this year. Microsoft","Forbes","microsoft","2016-06-16 12:00:14",0.0777777777777777,-0.0375645128378206,-1,5,6,"private",12
"225",62752,"Obama visits refugees in Malaysia to highlight global crisis","Obama's visit to the refugee centre came a week after attacks by Islamic Obama said as he met with a small group of refugees at the centre.","Reuters","obama","2015-11-21 10:04:35",0,-0.390914244763809,167,1,10,"private",10
"226",11683,"Cashin: Concerned about economy; oil to retest lows","The current uptick in oil prices that has helped to lift stocks looks like a short-covering rally, Art Cashin said. ","CNBC","economy","2015-12-24 07:15:00",0.132582521472478,0.130324573335384,0,0,0,"private",7
"227",91603,"President Obama Mourns Death of 'Creative Icon' Prince","President Barack Obama and Michelle Obama joined millions of fans around the world in mourning the death of music legend Prince, who died","ABC News","obama","2016-04-21 21:17:10",-0.055242717280199,0.0260643017571343,1371,2,9,"private",21
"228",99458,"Newt Gingrich: Establishment Exposed as 'Really Sick'  'Hillary Is ...","Newt Gingrich: Establishment Exposed as 'Really Sick' """""" 'Hillary Is Obama Plus Corruption'. 0. Choose your provider. Providers: Restart","Breitbart News","obama","2016-06-02 06:35:30",-0.0416666666666667,0.151584765647708,26,0,0,"private",6
"229",2695,"Microsoft planning to automatically offer Windows 10 to existing PCs","Microsoft launched Windows 10 earlier this year with a reservation system designed to tempt Windows 7 and Windows 8 users to upgrade for","The Verge","microsoft","2015-10-29 00:00:00",0.166666666666667,-0.0970826180231159,-1,-1,-1,"private",0
"230",95406,"Why Middle Eastern Leaders Are Talking to Putin, Not Obama","And Putin's worldview is completely at odds with Obama's. Obama believes in the use of force only in circumstances where our security and","Politico","obama","2016-05-08 12:53:12",-0.237170824512628,0.0466623402290919,518,32,112,"private",12
"231",103023,"'The Way to the Spring' is a sobering look at Palestinian life and ...","“The Way to the Spring: Life and Death in Palestine” emerges as a sobering, iconoclastic “collection of stories about resistance, and about","Los Angeles Times","palestine","2016-06-09 00:00:00",0,0.0199875671583385,-1,-1,-1,"private",0
"232",81369,"GOP Rep Wants To Block Obama From Handing Gitmo Over To Cuba","Republicans want to make sure there's no chance the Obama administration can shut down Gitmo by returning the land on which the facility is","Daily Caller","obama","2016-03-02 16:47:05",-0.135316469341319,-0.118125853079681,13,3,0,"private",16
"233",81782,"White House: Obama to Meet With Whomever He Wants in Cuba","The White House says President Barack Obama alone will decide who to meet with when he arrives in Cuba on a history-making trip this month","ABC News","obama","2016-03-04 19:44:05",-0.0167506302543203,-0.0701387566640033,2,0,0,"private",19
"234",16839,"Canada's Trudeau Optimistic on Boosting Economy","Canada Prime Minister Justin Trudeau said Thursday he was optimistic his government could help boost the country’s economy but acknowledged that growth has ‘not been as strong as we’d like.’ ","The Wall Street Journal","economy","2016-01-14 13:25:00",0.0510310363079829,0.0718155324642587,6,1,0,"private",13
"235",64027,"An exploration of the many weird rumors surrounding President ...","Barack Obama, by contrast, has only been in the public eye for 12 years, if you mark his 2004 Democratic convention speech as the starting","Washington Post","obama","2015-11-27 18:05:36",0.0833333333333333,-0.147552908280666,754,11,3,"private",18
"236",53204,"More action on reforms, policy front in coming months: Economic ...","NEW DELHI: Buoyed by impressive GDP numbers, the government today said more economic reforms and policy initiatives are on the cards in","Economic Times","economy","2016-05-31 17:48:09",0.213453742061366,-0.0630718785885347,4,0,0,"private",17
"237",94319,"Obama to assess Flint water crisis up close","(CNN) President Barack Obama will hear first-hand Wednesday how residents of Flint, Michigan, have endured their city's water crisis, traveling","CNN","obama","2016-05-04 12:15:11",0.208301872624537,-0.0818317088384971,374,7,10,"private",12
"238",86140,"Obama's Last Tango","President Barack Obama dances tango during a state dinner hosted by Argentina's President Mauricio Macri. Credit Carlos Barria/Reuters.","New York Times","obama","2016-03-26 18:31:06",-0.156365697905523,-0.0358462084172753,1040,11,65,"private",18
"239",3226,"Microsoft's Impossible Smartphone Battle And The Trojan Alternative","Microsoft's steady roll-out of Windows 10 onto mobile devices continues this month as the Lumia 950 and Lumia 950XL reach reviewers and","Forbes","microsoft","2015-11-19 16:45:27",0.121533978016438,-0.0681930906987476,18,5,13,"private",16
"240",93261,"Trump's claim that no foreign leader greeting Obama was 'without ...","Trump's claim that no foreign leader greeting Obama was 'without precedent'. The inside track on Washington politics. Be the first to know","Washington Post","obama","2016-04-29 08:35:15",-0.0230582746053945,0.14775994091868,131,10,1,"private",8
"241",47743,"U.S. employment gains hit seven-month low, labor force shrinks","The U.S. economy added the fewest number of jobs in seven months in April and Americans dropped out of the labor force in droves, signs of weakness that cast doubts on whether the Federal Reserve will raise interest rates before the end of the year. Nonfarm payrolls increased by 160,000 jobs last month as construction employment barely rose and the retail sector shed jobs, the Labor Department ","Reuters via Yahoo! Finance","economy","2016-05-06 06:22:00",-0.0188444590361102,-0.0927130338837294,4,0,1,"private",6
"242",81872,"Obama discusses Taliban peace talks with Afghan president: White ...","WASHINGTON U.S. President Barack Obama, during a video conference with Afghan President Ashraf Ghani on Friday, noted Ghani's role in","Reuters","obama","2016-03-04 23:55:06",-0.226851851851852,-0.027277236279499,17,0,0,"private",23
"243",98286,"Barack Obama Administration defends decision to back India's NSG ...","WASHINGTON: The Obama Administration has strongly defended its decision to back India's membership in the NSG, rebutting a known","Economic Times","obama","2016-05-25 12:15:30",0.25,0.136215591985646,32,1,0,"private",12
"244",48180,"The Economist's Crony Capitalism: The Economic List You Want To ...","It's an attempt to rank countries by the amount of crony capitalism that exists within those economies. They use the wealth listing from here,","Forbes","economy","2016-05-09 09:28:15",0.0469400590181244,-0.181443684650606,16,2,1,"private",9
"245",101081,"Powerful Saudi prince to meet Obama, Ban on US visit","It has also urged Obama to take a tougher stand on what Riyadh sees The prince would then meet Obama as well as Secretary of State John","Reuters","obama","2016-06-13 09:55:43",0.027450326911184,0.0258162579101819,109,16,18,"private",9
"246",31593,"HSBC: 'Zombie companies' are killing the economy, so we should ...","Stephen King, HSBC's senior economic adviser, had a few prescriptions to cure the problem from fiscal stimulus to increasing world trade, but one suggestion","Business Insider","economy","2016-03-15 18:07:28",0,-0.0102062072615966,20,1,3,"private",18
"247",78388,"President Obama Criticizes GOP Field, Particularly Donald Trump","President Obama on Tuesday offered an extended critique of the Republicans running to replace him, describing them as """"""troubling"""""" to people","New York Times","obama","2016-02-17 00:55:02",0.203293199591132,-0.0750123997686224,474,63,12,"private",0
"248",58630,"Clinton offers her vision for US economy, rebukes Trump's","The former U.S. secretary of state used her campaign stop to offer her vision for bolstering the economy after using a speech on the topic on","Reuters","economy","2016-06-23 00:00:04",0,0.0180421959121758,-1,0,0,"private",0
"249",62462,"Obama actions shield most illegal immigrants from deportation even ...","President Obama's marquee deportation amnesty has been stalled by the courts, but the rest of his executive actions on immigration,","Washington Times","obama","2015-11-20 00:24:37",-0.0961805555555556,-0.125778823734363,2360,103,21,"private",0
"250",30166,"4 Economic Doomsayers You Can't Afford to Ignore","Now he argues that the wheels are coming off the U.S. economy """""" he cites flat payroll tax numbers """""" despite its fairly steady but slow growth,","Fortune","economy","2016-03-09 17:23:28",-0.0590569489076918,-0.294038010946764,19,4,9,"private",17
"251",43410,"The Surging Humane Economy","Already, Kathleen Parker wrote about The Humane Economy, as did the Washington Examiner's first-rate columnist Paul Bedard. I've also","Huffington Post","economy","2016-04-18 22:41:18",0,0.251557647468726,3,0,0,"private",22
"252",90338,"Putin: Obama is a 'decent,' 'very responsible' man","Russian President Vladimir Putin praised President Barack Obama as a &quot;decent man&quot; on Thursday for admitting the worst mistake of his","Politico","obama","2016-04-14 21:15:08",-0.0833333333333333,-0.221003558649035,582,7,1,"private",21
"253",76099,"Obama Is Pressed to Open Military Front Against ISIS in Libya","WASHINGTON """""" President Obama is being pressed by some of his top national security aides to approve the use of American military power","New York Times","obama","2016-02-04 10:12:30",-0.0774716649262308,0.058667211011049,901,83,703,"private",10
"254",74411,"Obama to Focus on Expanding Access to Retirement Accounts","President Obama will make several proposals to expand access to retirement accounts in his final budget recommendation ","ABC News","obama","2016-01-25 21:09:00",0.0729166666666667,-0.0964415964554197,2,0,0,"private",21
"255",97943,"Obama: Taliban Leader's Death a 'Milestone' for Afghan Peace","Obama says death of Taliban leader should send &quot;clear signal&quot; to anti-American extremists ","ABC News","obama","2016-05-23 01:27:00",-0.302083333333333,-0.0390625,1,0,0,"private",1
"256",86416,"Exclusive  Donald Trump: Hillary Only 'Being Nice to Obama ...","""""""If he said that, Hillary will be indicted,"""""" Trump said of Bill Clinton's remarks on Obama's administration. """"""In all fairness, that's incredible,","Breitbart News","obama","2016-03-28 18:16:07",-0.0462962962962963,0.186550626811159,906,29,4,"private",18
"257",68956,"Obama to deliver his last State of the Union address on January 12","Obama, who is currently on his year-end vacation in Hawaii, announced this in an email to his supporters yesterday. &quot;I've got 12 months left to","Economic Times","obama","2015-12-27 02:56:42",0.0300703265202931,0.024514516892273,40,0,1,"private",2
"258",91708,"Obama’s last hurrah in Europe, but UK’s not happy","Barack Obama is in Europe for what could be his last trip to the region before his presidency ends in November following an U.S. election. ","CNBC","obama","2016-04-21 22:53:00",-0.420859585139795,-0.0388146517460988,0,0,0,"private",22
"259",68223,"The Latest: Obama to Play Round of Golf at Exclusive Club","After a morning workout and spending some time at his vacation home in Kailua, President Barack Obama's motorcade has arrived at Mid","ABC News","obama","2015-12-21 23:06:40",0.00383868609994839,0.199875671583385,5,0,0,"private",23
"260",36522,"Saudi Economy Shows More Signs of Strain as Spending Drops","Point-of-sale transactions, an indicator of consumer confidence in the economy, dropped 9 percent from the year-earlier period to 15.2 billion","Bloomberg","economy","2016-03-29 07:21:09",-0.168984212465248,0.0954703269782467,36,1,60,"private",7
"261",68096,"TAMMY BRUCE: Why Is Obama making life easier for terrorists?","President Barack Obama speaks at the National Counterterrorism Center in McLean, Va., Thursday, Dec. 17, 2015. Joining him, from left are,","Washington Times","obama","2015-12-21 10:05:40",0,0.0286769667338202,544,0,0,"private",10
"262",31186,"These Are the 8 Biggest Barriers to Economic Growth","Last month I ran across a fascinating study by economist John Cochrane. He is a senior fellow at the Hoover Institution, former University of","Forbes","economy","2016-03-14 12:01:29",-0.176776695296637,-0.182861213436939,17,1,10,"private",12
"263",98504,"Asia Pacific|Obama Admits World Leaders 'Rattled' by Donald Trump","President Obama told reporters in Japan that leaders at the Group of 7 meeting are """"""rattled"""""" by Donald J. Trump, the presumptive Republican","New York Times","obama","2016-05-26 18:35:28",-0.166666666666667,-0.133250447722257,204,4,13,"private",18
"264",71619,"Obama Takes This Year's State of Union to YouTube, Snapchat","President Barack Obama is pushing his State of the Union address further into cyberspace this year with appearances on YouTube and","ABC News","obama","2016-01-11 16:15:45",0.0790569415042095,0.0818317088384971,14,0,0,"private",16
"265",57651,"How LinkedIn Could Finally Make Microsoft Dynamics a Big Deal","For one thing, Microsoft Dynamics, the company's accounting and customer relationship management (CRM) software lineup, suddenly","Fortune","microsoft","2016-06-14 00:00:00",0.00217406589136576,-0.09375,-1,-1,-1,"private",0
"266",25321,"Industrial Production Jumps, Pointing to Resilience in US Economy","""""""We continue to believe that the housing market will be one of the bright spots for the domestic economy in 2016,"""""" said Mark Vitner, a senior","New York Times","economy","2016-02-17 20:40:25",-0.0416666666666667,-0.0551666666666666,27,2,43,"private",20
"267",1665,"Microsoft's Xbox survival stunt brings us one step closer to the ...","I wouldn't have believed it until I saw Microsoft strap eight people onto a billboard in the middle of London for 24 hours, aim snow-cannons at","The Verge","microsoft","2015-11-13 11:09:14",-0.122488983734716,-0.0612862922306825,115,44,10,"private",11
"268",25451,"Anglo American failed to adapt to a booming China economy","It spread tentacles throughout the South African economy, extending into Botswana through De Beers, the Oppenheimer diamond group.","Financial Times","economy","2016-02-17 18:00:29",0.316227766016838,0.117851130197758,23,2,28,"private",18
"269",24079,"EconomyItaly's economy barely grew in final three months of 2015","The Italian economy expanded by a worse than expected 0.1 per cent in the final three months of 2015, marking a disappointing end to the year","Financial Times","economy","2016-02-12 09:10:22",-0.0729166666666667,-0.375157498475709,2,0,1,"private",9
"270",43201,"Disruptions From Twin Quakes in Southern Japan Hit Economy","The twin earthquakes that have paralyzed parts of southern Japan are having ripple effects far beyond the disaster zone but are nowhere near","ABC News","economy","2016-04-18 07:21:14",0.0520833333333333,-0.273675168449911,4,0,0,"private",7
"271",4528,"German Economy Hurt by Weak Investment, Exports","FRANKFURT""""""The German economy slowed in the third quarter, as solid domestic consumption was countered by weak exports and slack","Wall Street Journal","economy","2015-11-24 07:40:13",-0.323357105860506,-0.248451997499977,0,0,0,"private",7
"272",66118,"Obama-Hating Police Union Hosts Trump","The New England Police Benevolent Association plans Thursday to host Republican presidential candidates Donald Trump months after","Daily Caller","obama","2015-12-09 00:04:42",0,0.00252641276079521,1262,15,0,"private",0
"273",7032,"Business Community Ready To Do Its Part To Catalyze Low-Carbon ...","PARIS """""" Every day here at the UN climate talks, we're hearing new private sector commitments to catalyze the low-carbon global economy.","Forbes","economy","2015-12-04 20:00:17",0.0753778361444409,-0.00592224212098902,8,0,3,"private",20
"274",18191,"Chinese Stocks in Hong Kong Fall to Global Financial Crisis Lows","Hong Kong's dollar traded near its weakest level since 2007 as concern about China's slowing economy curbs demand for the city's assets.","Bloomberg","economy","2016-01-20 09:20:29",-0.022752939428785,-0.0901664199238995,77,8,94,"private",9
"275",43040,"U.K. Is Stronger Inside EU, Says French Minister","French Economy Minister Emmanuel Macron urged the U.K. to stay in the European Union, saying there would be wide-ranging consequences for the British economy if voters choose to leave the bloc in a coming referendum. ","The Wall Street Journal","economy","2016-04-17 03:58:00",0,-0.0770620252993862,5,0,0,"private",3
"276",76188,"After Tangling with Trump, Cruz Aims at Obama","One day after saying Donald Trump experienced a &quot;Trumper tantrum&quot; in handling his loss in Iowa, Republican presidential hopeful Ted Cruz","USA TODAY","obama","2016-02-04 18:48:33",0,-0.157833827307091,1,0,0,"private",18
"277",102374,"Obama: Women Helped by His Policies, but More to Accomplish","President Barack Obama said Tuesday that women and girls have made great strides in the nearly eight years he's held office, but asserted that they can claim even more progress if society would cast aside long-held stereotypes about the way men and women should behave. ","New York Times","obama","2016-06-14 13:21:00",-0.158113883008419,0.0577583385187343,-1,-1,-1,"private",13
"278",14907,"Microsoft is building its own SIM card for Windows","Microsoft is planning to make LTE access a little easier soon, thanks to its own SIM card. The software giant is currently testing a cellular data","The Verge","microsoft","2016-01-08 04:42:24",0,-0.155748897322241,205,75,199,"private",4
"279",31861,"Microsoft says it will still accept Bitcoin after 'inaccurate' info released","Bitcoin was almost dealt a major blow today when it seemed Microsoft would stop accepting the cryptocurrency for digital purchases through","The Verge","microsoft","2016-03-15 00:00:00",0.0449395480251619,0.016669422170805,90,11,23,"private",0
"280",85683,"Sanders Offers Little Hope for Mideast Peace","A strong Sanders supporter who is an equally strong critic of Israel's occupation of Palestine might be disappointed in what he said. He couldn't","Huffington Post","palestine","2016-03-23 20:10:22",-0.198431348329844,-0.0637887953849786,3,0,0,"private",20
"281",45983,"The US economy was weaker than expected in the first quarter","Together with housing investment, consumers held up the economy in the first three months of this year as weak business spending slowed it","Business Insider","economy","2016-04-28 14:40:17",0.103644524698606,0.049956578367841,18,0,11,"private",14
"282",95706,"Obama Administration Sues North Carolina Over Anti-LGBT ...","WASHINGTON """""" The Obama administration on Monday filed a lawsuit against the state of North Carolina, alleging that a bill that blocks","Huffington Post","obama","2016-05-09 21:35:13",0.0883883476483184,0.027277236279499,925,9,0,"private",21
"283",54249,"Italy economy minister says public debt will start falling this year","Italy's economy minister said on Saturday the country's public debt would start falling this year as a share of domestic output after the central bank warned earlier this week the government may fail to meet this goal. Pier Carlo Padoan said privatisation revenues would help Italy cut the 2.2 trillion-euro (2 trillion pounds) debt despite the fact that too low inflation failed to boost nominal ","Reuters via Yahoo! Finance","economy","2016-06-04 09:09:00",-0.00628148634536997,-0.0234782454648526,0,0,0,"private",9
"284",77009,"Obama seeks over one-third rise in U.S. cyber security funding","President Barack Obama's budget proposal for the 2017 fiscal year seeks $19 billion for cyber security across the U.S. government, a surge of $5 billion over this year, according to senior administration officials. The request comes as the Obama administration has struggled to address the growing risk posed by criminals and nation states in the digital world. The request for a cash infusion is ","Reuters via Yahoo! Finance","obama","2016-02-09 02:00:00",0.0073070893444312,-0.132622528455928,0,0,0,"private",2
"285",51431,"State of the Sharing Economy: A Discussion on the Future of Cross ...","Powered by an era of tech innovation, the sharing economy has created new marketplaces with the potential to reshape the global economy.","The Hill","economy","2016-05-24 12:10:09",-0.21650635094611,-0.350892845668609,16,0,6,"private",12
"286",95981,"Malia Obama is going to Harvard  but taking a year off first","The wait is finally over. On Sunday, the White House announced that eldest daughter Malia Obama will attend Harvard University. But the","Washington Post","obama","2016-05-01 00:00:00",0,-0.0651446633308811,-1,-1,-1,"private",0
"287",98530,"Obama can't endorse during the Democratic primary, so he's just ...","By the time President Obama filed past more than 2 million people lining the streets of Ho Chi Minh City, Vietnam, and flew to Japan for","Los Angeles Times","obama","2016-05-26 11:15:28",0.0230582746053944,-0.0525,19,3,0,"private",11
"288",86549,"Obama Administration Offers Desperately Needed Help For People ...","The possible expansion of buprenorphine prescribing is one of several initiatives the Obama administration has recently announced. Earlier","Huffington Post","obama","2016-03-29 05:06:09",0.128899673653798,0,923,10,75,"private",5
"289",23691,"Cisco Forecast Counters Concern That Economy Weighs on Orders","Cisco Systems Inc., whose equipment is the backbone of the Internet, predicted sales that may beat some analysts' estimates, countering","Bloomberg","economy","2016-02-10 21:30:22",-0.0625,0.143481028556237,3,1,46,"private",21
"290",92052,"Queue? Obama's use of British English makes Brits suspicious.","President Obama was in London on Friday, where he delivered a passionate plea to Britain to vote to remain in the European Union in an","Washington Post","obama","2016-04-23 09:35:09",-0.171296296296296,-0.025,266,11,32,"private",9
"291",79553,"Senate plans to prevent SCOTUS recess appointment, Obama ...","SENATE REPUBLICANS TO PREVENT SCOTUS RECESS APPOINTMENT: Senate leaders ended any speculation that President Obama","Washington Post","obama","2016-02-23 13:35:03",0,-0.0645497224367903,14,0,1,"private",13
"292",52519,"Chinese Users Criticize Microsoft's Push for Windows 10 Upgrade","Chinese users of Microsoft products are criticising the software company's push to get them to mandatorily upgrade their Windows operating","Fortune","microsoft","2016-05-28 15:45:11",-0.0982583798023807,0.0308391041896846,11,11,1,"private",15
"293",15784,"Watch: Democratic Candidates Respond: Will Taxes Go Up Under Your Economic Plan?","Candidates discuss taxes and the economy at the ABC News Democratic presidential debate. ","ABC News","economy","2015-12-19 19:56:00",0,0.0346687622640768,-1,-1,-1,"private",19
"294",52291,"Microsoft is banning those lazy and easy-to-guess passwords","Goodbye &quot;123456,&quot; &quot;password&quot; and &quot;qwerty&quot;: Microsoft has announced that it is going to ban weak and common passwords. ","CNBC","microsoft","2016-05-27 04:08:00",0,-0.270825471457797,0,0,0,"private",4
"295",2561,"Norway's Economy Boosted by Exports Amid Krone Weakness","Norway’s economy grew more than estimated in the third quarter as a weaker krone boosted exports. ","Bloomberg","economy","2015-11-17 02:38:00",-0.306903984889995,-0.0909508593886249,0,0,0,"private",2
"296",66975,"Obama denounces 'bigotry' in veiled shot at Donald Trump","Washington (CNN) President Barack Obama took veiled shots at Republican presidential front-runner Donald Trump while marking 150 years","CNN","obama","2015-12-09 00:00:00",-0.0555555555555557,0.0294627825494395,-1,-1,-1,"private",0
"297",15464,"China Economy Concerns Weigh on Oil Prices","0152 GMT [Dow Jones] Oil prices open lower as worries over China's slowing economy and equities volatility keep the market on a bearish","Wall Street Journal","economy","2016-01-11 02:06:18",0.188982236504614,-0.307956590291437,2,0,0,"private",2
"298",101818,"Palin: Obama 'is a special kind of stupid'","Palin began a Friday afternoon Facebook post with """"""Obama is a special kind of stupid"""""" in all-caps and declared, """"""Enough is enough, Mr.","Politico","obama","2016-06-17 18:35:44",0.0441941738241592,0.0127577590769957,2117,45,1,"private",18
"299",9506,"A mix-up has caused Microsoft to list a $14000 cuddly toy on Amazon","A mistake on Microsoft's Amazon Germany page has changed the photo of two of Business Insider reached out to Microsoft, and the company said the listings","Business Insider","microsoft","2015-12-15 16:17:23",-0.0346687622640768,-0.073543550676819,18,1,19,"private",16
"300",41953,"Greek economy seen stuck in recession this year - think tank","Greece's economy will shrink 1.0 percent this year with the recession expected to deepen after a 0.3 percent contraction in 2015, an influential think tank IOBE projected in a quarterly report on Wednesday. &quot;There is a rational expectation that there will be growth in the second half, but this will not be enough to erase the recession which will turn out deeper than last year,&quot; said IOBE Chief ","Reuters via Yahoo! Finance","economy","2016-04-13 05:20:00",0.0350266171386707,-0.290619049751752,0,0,0,"private",5
"301",7056,"Paraguay's economy grows 2 pct in 3rd quarter -central bank","Paraguay's economy expanded 2.0 percent in the third quarter of 2015 compared with the same period last year, led by a rise in farming and industrial output, the central bank said on Friday. The bank said ","Reuters via Yahoo! Finance","economy","2015-12-04 14:50:00",0.125,-0.054164969807509,0,0,0,"private",14
"302",102871,"Obama and the rise of the selfie presidency","On a recent trip to Asia, President Obama was forced to confront some of the biggest issues of his presidency: rising Chinese aggression,","Washington Post","obama","2016-06-24 17:40:12",0.12772116235182,-0.0760208801249751,49,3,1,"private",17
"303",76100,"Obama and the America He Rebuilt","There is one year left in Obama's second term. He has left no doubt that he is one of the most consequential Presidents we have ever had.","Huffington Post","obama","2016-02-03 23:45:31",0,-0.266623561813265,564,3,3,"private",23
"304",93267,"The Obama administration is now 'giving full cover to the Russians ...","People inspect the damage at the Medecins Sans Frontieres (MSF)-backed al- ReutersPeople inspect the damage at the Medecins Sans","Business Insider","obama","2016-04-29 14:21:13",0.169600131324992,-0.139754248593737,171,2,2,"private",14
"305",74658,"GOP, oil and gas industry slam Obama's new rule on methane drilling","The Obama administration moved Friday to impose new regulations on Mr. Obama is """"""all hat and no cattle"""""" when he talks about domestic oil","Washington Times","obama","2016-01-23 00:00:00",0.0300703265202931,0.133956470308455,-1,-1,-1,"private",0
"306",21224,"Economy can grow 8 pct in coming fiscal year - Jayant Sinha","Speaking on the sidelines of the Economic Times Global Business 0.5 and 1 percentage point to growth in Asia's third-largest economy.","Reuters","economy","2016-01-30 00:00:00",0.0889390591922357,0.160717385882797,-1,-1,-1,"private",0
"307",43335,"Has our economy become too 'financialized'?","Over the past several decades, the financial sector has expanded to take up an extremely large slice of the U.S. economy, a trend referred to as","Washington Post","economy","2016-04-18 16:21:14",0,-0.028466575772544,19,0,12,"private",16
"308",94755,"Obama Administration Proposes Rules Aimed at Tax Evasion","The Obama administration is announcing a set of new financial regulations aimed at forcing companies to disclose more information about their owners to the IRS. ","New York Times","obama","2016-05-04 18:20:00",0.0319180144285595,0.144833333333333,0,0,0,"private",18
"309",193,"Microsoft's Elite controller is like a sports car: a tool for pros, a status ...","The Microsoft Elite Wireless Controller is a sports car. It's beautiful, expensive, has plenty going on under the hood, and will likely be purchased","The Verge","microsoft","2015-10-26 00:00:00",-0.100222965717159,0.165850868000944,-1,-1,-1,"private",0
"310",83276,"President Obama and Prime Minister Trudeau: The 'Bromance' That ...","President Obama will be leaving office in just over 10 months, but it's not stopping him from making new friends on his way out. Case in point","ABC News","obama","2016-03-11 17:15:05",0.0972222222222223,-0.0755864270845084,44,2,0,"private",17
"311",60216,"South Africa's Gordhan: Brexit Will Impact Local Economy","South Africa Minister of Finance Pravin Gordhan discusses the effects of Brexit on South Africa's economy and what makes the nation attractive","Bloomberg","economy","2016-06-30 14:15:06",0.0331456303681194,0.139912970108369,-1,0,0,"private",14
